,X,Y,Z
0,53.102608,353.08334,4.4557767
1,268.8264,562.37573,5.1911373
2,306.38068,324.67203,3.8377047
3,53.720436,402.60992,5.31659
4,312.5156,470.7826,5.9122043
5,91.437004,598.69867,5.708665
6,340.0533,217.7467,7.758456
7,78.39252,249.2839,4.3154573
8,92.28182,265.4191,2.899091
9,43.885353,307.51007,3.0631728
10,204.77408,540.294,2.5840821
11,286.45996,39.90396,4.78117
12,71.760376,173.92737,5.6131396
13,115.751175,231.16624,5.6335893
14,344.53247,256.06815,6.7632194
15,83.10666,275.10608,3.9186802
16,52.561096,289.22028,3.5220282
17,38.92863,407.2727,6.062294
18,29.578354,420.27588,4.8583045
19,208.7556,546.38934,6.356805
20,318.88626,138.61987,8.049814
21,282.27567,159.14793,3.7513018
22,129.80486,173.30113,9.352419
23,126.9359,223.8941,5.29097
24,78.514626,224.09448,4.1256595
25,95.89495,277.14987,5.217464
26,42.35847,321.983,5.2530537
27,36.752518,390.66907,3.7697842
28,29.119184,399.93372,2.7705545
29,293.85083,513.7476,6.504826
30,269.7892,149.12457,4.5228057
31,122.48775,185.39056,8.27858
32,122.54338,206.23686,5.9376187
33,133.55563,209.77945,7.8423967
34,68.76139,232.98206,5.7103086
35,57.5677,283.28384,4.8523655
36,64.5246,297.86322,4.5927258
37,44.305683,339.26782,5.6997294
38,42.836807,374.9113,4.4410844
39,40.26933,449.58502,6.210167
40,18.901632,456.43854,4.0182614
41,197.71217,552.3381,4.578605
42,120.630875,58.678596,8.23633
43,311.80872,99.99276,9.276719
44,291.2508,149.32375,7.0813103
45,258.9703,178.17853,6.5082808
46,86.310165,217.95485,4.9630938
47,143.57458,228.0774,8.804114
48,90.70068,241.89694,7.113324
49,115.67215,272.218,4.012922
50,64.617744,274.76077,4.5010753
51,30.08213,349.24115,4.2562423
52,226.09712,611.36444,6.586593
53,319.07053,118.29269,8.096311
54,62.632843,196.35406,5.8782716
55,77.07261,256.10916,8.367447
56,73.111305,287.9364,5.9733562
57,33.946865,330.47568,7.335788
58,51.186428,388.21002,6.351931
59,42.013435,436.32452,7.9913793
60,24.954582,437.6641,5.5233226
61,15.54365,469.3388,6.5392585
62,37.654152,529.1105,6.7568536
63,44.45784,547.18915,7.3956904
64,335.97266,192.85771,8.833727
65,97.0376,207.704,6.871494
66,139.42026,246.31313,8.404193
67,69.969185,259.5464,6.3555336
68,49.19201,297.74124,5.7792397
69,77.154236,303.08392,7.799744
70,338.44373,306.99545,7.47677
71,68.481094,314.03134,6.1539016
72,30.612112,478.35983,6.195778
73,29.675262,497.34207,6.733333
74,147.20476,621.84973,8.036152
75,245.89313,7.4848666,9.0652275
76,79.26495,150.68523,8.587442
77,88.73829,301.29068,6.5829287
78,342.08124,334.46658,8.885649
79,29.111454,400.23972,10.593279
80,43.65556,425.32367,7.6788535
81,54.288803,562.66815,8.161531
82,61.074936,213.2485,6.78621
83,126.5337,217.13791,15.029997
84,80.05877,280.85748,9.262841
85,65.08275,304.84964,11.271498
86,28.075167,370.49695,6.080645
87,342.30698,380.50882,10.092562
88,323.95084,397.96793,8.908887
89,326.3831,424.3992,9.6251545
90,32.929195,513.5754,9.699329
91,280.66693,540.04395,9.936556
92,262.171,11.3132105,8.243895
93,145.13188,36.99226,10.062459
94,111.17375,201.12918,11.253644
95,85.844376,249.02815,17.011953
96,68.935486,269.42743,11.410049
97,41.271763,312.1996,11.321869
98,69.76211,380.60318,9.933543
99,18.825253,448.64075,8.489362
100,104.27032,175.67842,7.066268
101,96.638664,226.94565,13.071739
102,116.34969,241.85797,13.325157
103,125.963715,245.52946,10.509321
104,105.620636,247.71794,11.774437
105,89.792984,261.2672,11.302293
106,114.506546,264.4156,12.604057
107,105.37265,270.81973,11.961765
108,61.345356,279.896,12.049932
109,111.159805,298.26318,7.9092355
110,35.692436,383.29916,10.477311
111,120.38037,615.6242,9.348642
112,232.2258,21.266613,12.146634
113,87.950325,200.86238,11.640065
114,80.51094,232.45026,17.731653
115,26.090113,358.53735,9.6658325
116,39.461327,417.71832,14.543413
117,173.07843,624.1422,11.08126
118,269.73767,19.352285,8.716685
119,114.61771,220.97684,15.369837
120,327.96722,239.33673,10.754954
121,123.11947,257.59418,13.049728
122,56.580574,288.66888,13.875276
123,48.316612,295.70795,15.005898
124,70.95662,325.01794,10.182738
125,29.736914,344.81476,14.806711
126,46.344234,366.292,12.906797
127,46.733517,388.93268,16.482712
128,29.543646,440.09036,16.162329
129,107.21984,602.87286,11.912832
130,199.77563,621.21497,11.971965
131,276.81757,49.0959,14.348516
132,303.6067,82.1676,13.390097
133,77.12517,206.13147,13.623593
