,X,Y,Z
193,128.91302,51.07133,12.249648
194,58.08221,227.14774,15.875695
195,43.544228,292.97977,15.74305
196,32.745934,508.22845,17.342041
197,38.41615,520.81647,16.233837
198,275.33908,542.85077,16.987284
199,271.5456,26.73423,17.901312
200,96.81727,102.00001,18.170134
201,118.8856,107.16307,15.2466135
202,301.5574,107.172775,17.589058
203,132.70251,110.755135,12.35126
204,122.80825,126.582275,16.704813
205,85.3049,128.41937,16.575674
206,83.62523,138.38176,17.444649
207,66.51086,175.74196,17.874891
208,55.225536,235.45941,18.506802
209,344.53943,236.64505,20.31077
210,49.02947,309.8538,16.171154
211,31.949947,311.88672,18.6729
212,32.104336,327.5356,17.021671
213,15.124196,421.34598,18.17727
214,20.658222,450.31314,15.935021
215,314.74338,454.18533,16.890682
216,90.99324,599.08826,18.933277
217,168.033,13.715104,19.20536
218,202.25209,63.292072,16.891169
219,288.889,90.740906,21.590612
220,117.19667,94.276764,22.080095
221,91.966705,122.54402,19.694132
222,316.3525,144.6865,19.78782
223,85.024025,165.22372,17.217216
224,74.7867,169.3611,18.21483
225,61.07195,193.7114,19.439774
226,80.09219,586.7348,19.209108
227,59.172935,245.6924,20.545605
228,53.307224,261.77948,19.983683
229,341.7631,331.10367,20.89361
230,25.448467,369.36365,21.379948
231,294.72852,500.4931,20.602821
232,288.70938,513.64716,20.275883
233,265.07736,555.25635,20.634836
234,222.37671,602.2501,18.5797
235,160.9739,622.7381,20.229713
236,257.40182,11.496305,20.975822
237,107.560974,101.47408,20.497713
238,138.11789,119.384346,17.348242
239,81.57464,145.97751,20.949282
240,326.0561,192.58209,21.529516
241,68.327385,204.56732,19.956272
242,63.350307,221.02628,24.733053
243,53.006535,296.65723,19.646015
244,16.150478,400.0623,23.51885
245,15.761132,410.64014,22.242275
246,9.746571,456.28503,21.966545
247,16.840048,467.42203,22.209476
248,71.912895,554.5453,24.74417
249,257.82068,570.6756,22.278122
250,235.12933,49.25736,25.850435
251,322.70483,163.60608,20.673302
252,336.71396,213.61278,23.846619
253,37.04781,355.58377,22.012222
254,24.49501,389.95758,19.534681
255,319.3325,436.7318,22.463614
256,306.56223,474.16565,23.176432
257,235.69754,596.4363,21.684832
258,134.93768,38.420555,24.71538
259,244.96002,52.684956,25.113953
260,255.9227,55.25011,25.308823
261,282.92,78.163864,25.003609
262,304.6778,108.470024,24.44278
263,97.057724,111.45034,22.38073
264,82.3239,154.1132,22.159748
265,69.93222,175.6428,25.687738
266,37.677204,284.30173,24.008142
267,342.21225,312.192,25.045437
268,36.697784,345.40823,22.036789
269,342.0034,352.94806,24.78133
270,339.2707,366.9717,26.286098
271,314.75327,380.35678,25.479143
272,327.74405,399.64703,22.030201
273,36.693867,483.97662,20.983458
274,37.853184,495.7847,20.960178
275,54.80109,557.55695,23.31281
276,265.088,20.451317,24.679234
277,148.86356,28.24942,24.997421
278,276.30228,31.534006,22.084131
279,283.78568,40.68041,21.35035
280,197.9254,59.44276,29.25204
281,270.31284,69.60093,21.654673
282,324.04315,182.42693,24.215631
283,68.23577,186.35625,24.053953
284,79.033035,195.72198,25.990562
285,341.9524,259.0893,24.659689
286,44.63145,270.00162,24.35121
287,55.866642,279.73975,23.548632
288,43.813515,327.37955,21.801449
289,338.49838,390.0482,25.91824
290,280.74408,530.07684,23.874613
291,244.13922,586.61646,23.822832
292,105.92093,606.8293,23.53079
293,189.83636,622.5031,23.750103
294,216.61784,58.653915,26.485367
295,308.28375,118.140144,24.881489
296,97.84554,131.8118,22.38158
297,314.86298,138.38666,25.20578
298,338.43564,225.81511,27.808302
299,341.4458,284.15427,26.487686
300,37.78394,317.4514,24.835974
301,36.422806,338.02893,23.852701
302,63.39257,490.08493,21.838436
303,135.17401,619.03296,24.707088
304,133.92546,94.754234,29.976309
305,311.40707,126.959496,26.868944
306,320.19342,153.43239,26.795734
307,48.618294,252.44746,26.732805
308,46.78518,282.23828,25.347092
309,43.667076,300.18002,27.412453
310,323.26556,424.56573,25.908401
311,17.350597,430.52133,25.811953
312,314.69406,447.06326,26.89966
313,39.69903,523.4952,25.979612
314,121.693794,612.2931,26.96197
315,110.373085,103.470184,28.414776
316,161.47935,113.57227,26.156944
317,75.985825,166.39758,28.846209
318,75.51482,185.78667,28.474815
319,69.01515,206.75252,28.950758
320,342.79535,272.2623,28.826506
321,341.0928,299.58798,29.61191
322,36.04495,305.99506,28.5234
323,19.551607,453.06168,29.991379
324,26.472258,477.3796,26.377222
325,175.0247,622.3236,27.703283
326,187.60559,70.0161,28.066154
327,148.54274,104.84982,28.008623
328,81.86114,159.20444,27.809065
329,331.03802,204.0027,29.630766
330,72.98845,213.69633,26.984375
331,46.440407,291.6448,29.941002
332,28.40938,419.04086,29.76581
333,62.212677,567.7868,28.247583
334,72.31844,576.59766,27.551092
335,252.91579,11.316738,28.879267
336,141.98161,123.55042,31.409653
337,92.78382,148.86987,29.569206
338,87.51028,176.39813,30.268536
339,79.31616,179.65364,28.83363
340,324.31693,262.6103,31.01175
341,39.388992,333.9931,29.364601
342,29.28203,359.20245,29.61172
343,309.08078,459.83078,30.260847
344,43.252552,536.83875,29.013409
345,218.35222,607.88293,28.167421
346,203.59541,617.3179,28.035858
347,272.6979,34.430656,30.863289
348,283.64258,47.319244,28.437174
349,100.01546,117.817474,29.10107
350,100.50499,129.07411,30.520664
351,97.114426,139.0282,30.206617
352,322.79092,168.38594,29.81179
353,339.38135,240.64954,31.774378
354,24.273954,387.2224,29.69494
355,25.862938,398.37024,30.460417
356,323.3607,412.60635,29.566324
357,21.678036,441.17844,30.38472
358,297.81052,492.2918,29.692308
359,273.29712,543.8925,29.761143
360,92.79874,597.7466,30.139582
361,82.982475,133.68082,30.81273
362,58.853092,260.8505,30.67394
363,51.958412,317.43347,29.112242
364,338.36682,323.5025,31.366606
365,150.04622,619.4961,30.887486
366,270.29276,63.572906,31.423952
367,300.1096,111.63999,32.455063
368,83.30888,149.82397,31.902203
369,62.18331,270.95175,33.28921
370,332.65363,378.4586,32.539127
371,323.33395,400.65143,31.758
372,38.1148,501.53854,31.418402
373,250.09052,578.3655,32.029827
374,80.939224,585.9457,32.33149
375,159.29898,18.638075,32.801636
376,275.87302,74.341545,33.46852
377,127.32224,115.37945,32.471104
378,113.43668,118.2198,32.17733
379,314.18137,138.56073,33.57848
380,92.31535,165.40356,33.883213
381,62.19928,200.56223,32.4202
382,73.72817,215.42984,35.00646
383,44.883015,276.24905,35.50409
384,340.8814,335.65497,34.844418
385,33.360756,341.54642,33.675373
386,301.80496,481.35516,33.171535
387,39.498688,511.9472,31.281548
388,231.3585,597.3475,33.072834
389,240.66074,62.20091,33.960617
390,296.8664,100.867195,32.2668
391,57.98344,234.69739,33.473053
392,60.34593,246.8289,33.146595
393,35.70859,325.84546,34.78831
394,340.6307,347.6508,36.75724
395,32.015892,370.4042,31.284365
396,32.273304,409.13116,34.002476
397,276.55566,529.15125,35.818554
398,261.8384,557.24146,33.79945
399,109.08656,603.69806,34.92426
400,77.11991,156.44754,34.890793
401,319.1209,182.21626,35.438454
402,38.281693,350.57065,33.897995
403,32.253136,379.87015,32.10632
404,291.50937,504.0617,34.427452
405,284.89548,515.7653,34.99283
406,51.85985,546.1328,34.531998
407,200.64685,74.53688,34.27409
408,102.245735,114.52082,37.356995
409,69.92877,194.41168,36.94728
410,343.22092,260.6937,40.128696
411,339.8527,292.86655,39.495285
412,316.52023,435.51334,36.485687
413,36.787647,489.2217,34.60235
414,135.56366,614.4793,36.51433
415,164.97,620.6091,35.846684
416,138.93735,37.99557,37.75443
417,120.76089,102.74758,37.798973
418,315.65677,147.32945,38.916718
419,76.85237,174.02061,38.15153
420,332.24222,219.27217,37.022125
421,47.233776,286.56876,37.54222
422,339.41827,313.5217,39.13207
423,22.36816,459.66678,36.31977
424,304.2331,469.47488,37.590088
425,276.52295,39.575565,39.309456
426,182.47615,81.30024,36.61289
427,312.0497,133.06523,38.59352
428,317.36215,159.14275,38.731956
429,333.825,249.28027,37.918118
430,44.876324,301.29916,37.005016
431,38.48531,317.54095,40.044525
432,40.159138,361.74725,37.048435
433,319.68762,422.7452,38.130978
434,26.633892,473.3673,37.244473
435,42.14708,524.5312,38.353565
436,210.58878,609.51306,37.739883
437,189.13261,619.03204,37.68808
438,280.81454,84.64639,37.872986
439,289.0704,92.13668,37.61666
440,92.3463,127.50419,39.916092
441,89.75272,135.97058,40.147057
442,82.99644,149.15672,39.834373
443,319.90817,171.3238,39.85421
444,337.60678,278.63092,41.195415
445,338.25403,357.4701,40.59278
446,337.58383,369.0,39.120144
447,28.222801,446.29,38.7192
448,266.15564,544.5859,39.933445
449,252.11241,12.762994,39.753845
450,263.02374,26.965101,39.634766
451,70.58271,184.74857,40.78192
452,315.8478,204.40364,40.03023
453,333.24045,231.68895,39.749508
454,60.14281,254.64384,41.288357
455,60.342716,279.96158,40.759605
456,52.985077,288.20227,40.6701
457,50.887157,312.3722,38.755367
458,40.676544,335.58414,39.11602
459,324.97888,391.0132,39.62122
460,249.5862,62.519733,41.153805
461,90.99204,144.14204,42.04943
462,74.95951,164.19357,40.74709
463,326.89603,190.5435,40.028797
